train_loss,val_loss,train_acc,val_acc,train_aux_loss
4.48487530724477,4.453926288475425,2.127659574468085,1.8617021276595744,2.088826163340423
4.462629989042121,4.375317327046798,1.9680851063829787,2.1808510638297873,2.0690338530782926
4.380392018011061,4.215490571523117,1.7553191489361701,2.978723404255319,2.0476558491335077
4.233119455434508,3.983995178998527,3.297872340425532,5.638297872340425,2.11746050139605
3.9870568493665277,3.6527375690007613,7.340425531914893,12.712765957446809,2.2296833668724965
3.7333960331092446,3.2210741285550393,13.829787234042554,24.52127659574468,2.3591628034236067
3.4420798188548978,2.89932731046515,23.882978723404257,32.07446808510638,2.473084910441253
3.260236946202941,2.673219929307194,31.914893617021278,41.43617021276596,2.5066357628773837
3.144414606740919,2.5089436001696828,36.48936170212766,44.9468085106383,2.5006811780444647
3.0927808769678666,2.3818400593127236,38.351063829787236,48.56382978723404,2.502257747165227
3.0850817753096758,2.313366940466024,39.787234042553195,51.01063829787234,2.4803633204961226
2.9665085501590016,2.243284748772443,45.0,51.861702127659576,2.4862236047195174
2.924878132545342,2.1849243054955694,46.38297872340426,54.202127659574465,2.485472117440175
2.9869210437192755,2.1567932508759577,44.52127659574468,54.308510638297875,2.5002341593726207
2.9199280455961065,2.1121958837670793,47.819148936170215,55.691489361702125,2.495567378351244
2.910675287246704,2.0857863183748924,47.3936170212766,55.90425531914894,2.4900612507836293
2.778591612638053,2.0431995775740024,51.91489361702128,56.861702127659576,2.488218909603054
2.821581731408329,2.022406606350915,49.46808510638298,57.765957446808514,2.493445844973548
2.7893572419376698,2.0017143003011153,51.59574468085106,58.40425531914894,2.493174362990816
2.7396360211453197,1.9741874812013012,52.87234042553192,59.255319148936174,2.4893116385249767
2.7518640615172307,1.9716205475694042,55.0531914893617,59.361702127659576,2.4758808087494413
2.7285635713803567,1.9501047235424236,53.670212765957444,59.9468085106383,2.47312469401602
2.750231213488821,1.9419302051350222,53.40425531914894,60.53191489361702,2.4705246222221247
2.7052090006359553,1.9338121676849107,55.159574468085104,59.787234042553195,2.4715629512980835
2.7139142468824224,1.9116177922588284,57.180851063829785,61.170212765957444,2.482224258325868
2.710847911188158,1.8977993908575026,56.11702127659574,62.3936170212766,2.4727953652204095
2.73624382584782,1.8931337069656888,53.93617021276596,61.648936170212764,2.4688180584018515
2.7147437414880526,1.8993622408074848,55.42553191489362,62.02127659574468,2.459272792783834
2.7011309740907055,1.888932088674125,55.0,61.91489361702128,2.45792310520754
2.6693181122763683,1.8663494869814081,56.648936170212764,62.87234042553192,2.4460402666512184
2.651483557992062,1.855402340323238,58.08510638297872,63.03191489361702,2.446115703906043
2.652215153484021,1.849778050083225,58.191489361702125,63.08510638297872,2.4291836609274653
2.5716111680208624,1.8343383740570585,60.691489361702125,63.40425531914894,2.4236287585759566
2.6727708396265064,1.844103833376351,57.659574468085104,63.08510638297872,2.42527241221929
2.7309386225069985,1.8465308415687691,56.329787234042556,62.87234042553192,2.436358532663119
2.6484673346503307,1.8373041718693104,59.41489361702128,63.93617021276596,2.432744822259677
2.626894003253872,1.8322482573784005,60.0,63.61702127659574,2.421661825503333
2.6402652708150574,1.8364186812255343,59.8936170212766,63.776595744680854,2.41542715541387
2.5878082230939703,1.8205870389938354,60.691489361702125,64.36170212765957,2.3942979392358814
2.6818512314457004,1.823329331511158,56.329787234042556,63.776595744680854,2.389875496848155
2.6607670056617865,1.8095996581901939,59.734042553191486,64.57446808510639,2.3872304164757163
2.530292785773843,1.801361718420255,63.351063829787236,64.57446808510639,2.390628107523514
2.5317971484135775,1.8029142880843858,63.08510638297872,64.84042553191489,2.39516979961072
2.54009580410133,1.7911993790481051,62.4468085106383,65.05319148936171,2.387185569536888
2.5476747630006176,1.7986913909346371,64.25531914893617,64.41489361702128,2.379532090688156
2.5580387539782765,1.7976897308381938,63.776595744680854,64.68085106382979,2.3754760936155157
2.5826641886921253,1.7848712367526556,60.1063829787234,64.36170212765957,2.3724837181931835
2.6016176171221974,1.7907721733642836,62.02127659574468,64.84042553191489,2.365947961807251
2.5831702058598145,1.7917476286322385,61.11702127659574,64.41489361702128,2.3817906056420277
2.5965962834277394,1.7879298521300493,60.319148936170215,64.52127659574468,2.371821981365398
2.522487731303199,1.7741793252653995,63.723404255319146,64.68085106382979,2.377259860604496
2.548129706059472,1.7775592844365007,62.87234042553192,65.2127659574468,2.375722089056241
2.564358400086225,1.7762314869185625,60.319148936170215,64.68085106382979,2.3780973280890514
2.6196048946703896,1.7741590031122758,60.159574468085104,64.7872340425532,2.370473437390085
2.548464298248291,1.7755432431980716,63.191489361702125,64.25531914893617,2.3704679941726945
2.5289955462439586,1.7666589809676347,62.659574468085104,65.05319148936171,2.3572536686719476
2.4951555041943565,1.7630071943089114,65.42553191489361,66.01063829787235,2.3612064022128867
2.551891981545141,1.7639450360152682,61.808510638297875,65.69148936170212,2.352148177260059
2.4503306493920793,1.7566994671094216,67.44680851063829,65.69148936170212,2.344531681578038
2.617053401672234,1.7649529424764343,59.308510638297875,65.05319148936171,2.352560378737369
2.5308084285865395,1.7578745635889343,62.97872340425532,65.58510638297872,2.352858612092875
2.4864249936604903,1.753091812133789,65.2127659574468,66.22340425531915,2.3559123257459222
2.4970526796276284,1.760297025664378,66.64893617021276,65.85106382978724,2.3418787212695107
2.5932689440452448,1.7610305931608556,61.276595744680854,65.47872340425532,2.347989530886634
2.4681636923450534,1.75985428034249,66.70212765957447,65.85106382978724,2.3451435889227916
2.517365015159219,1.7512583611375194,62.659574468085104,66.43617021276596,2.3378058530516546
2.4321534168922296,1.7529396535986561,68.03191489361703,66.22340425531915,2.338779582815655
2.4600792597916166,1.747323784787776,66.11702127659575,66.38297872340425,2.3263803013300492
2.5055259809655657,1.7511325428041362,63.829787234042556,64.68085106382979,2.3359023433620645
2.513040067785877,1.7478835390785994,62.340425531914896,65.53191489361703,2.338753114312382
2.5615548117686124,1.743785615694725,61.808510638297875,66.01063829787235,2.3359038951033253
2.458963800284822,1.7425795833943254,66.80851063829788,65.79787234042553,2.338341688705703
2.4190423589641763,1.741372128664437,66.80851063829788,65.79787234042553,2.3325391421883794
2.444958525188899,1.7354507224034454,67.3936170212766,66.22340425531915,2.331157587342343
2.471168867612289,1.7374625529273082,66.27659574468085,65.58510638297872,2.329726667727454
2.4194787073943576,1.7377404621091939,66.54255319148936,65.90425531914893,2.331454382104389
2.4732733964920044,1.7421684992515434,67.07446808510639,66.48936170212765,2.3285360174663996
2.5156639592122225,1.7480616488699185,64.09574468085107,65.85106382978724,2.3225465184551175
2.4422145738440046,1.7432758383831735,67.44680851063829,66.06382978723404,2.322064549235974
2.4843663563162592,1.743926531177456,64.14893617021276,65.90425531914893,2.3158438165309065
2.547142915806528,1.749838790651095,64.57446808510639,65.85106382978724,2.3252359366012834
2.4373573004189186,1.7444184048701141,67.02127659574468,65.69148936170212,2.3179439286054193
2.410546595767393,1.7321604833764546,66.80851063829788,66.06382978723404,2.3208383786476263
2.3745046530739735,1.7349333278203414,68.56382978723404,66.32978723404256,2.3225275015426896
2.5368313142808816,1.7386776410927207,65.1063829787234,66.32978723404256,2.32462878146414
2.442525724233207,1.7391055781962508,66.32978723404256,66.01063829787235,2.3179397421368098
2.4419096587067943,1.7367038454039623,67.07446808510639,66.22340425531915,2.312694125256296
2.458826333789502,1.7291796207427979,65.90425531914893,66.86170212765957,2.3149871422072588
2.4680049540632862,1.7405560966265403,66.17021276595744,65.95744680851064,2.3191657349214716
2.487402330010624,1.7419091766163455,65.53191489361703,66.22340425531915,2.3121787370261497
2.4066479670799383,1.7382989434872644,68.29787234042553,66.06382978723404,2.3090132737563827
